Last Index Change,Symbol,Company,Sector,Industry
2012-09-28,CGG,China Gold International Resources Corp. Ltd.,Materials,
2012-09-28,CHR.B,Chorus Aviation Inc.,Industrials,
2012-09-28,CIX,CI Financial Corp.,Financials,
2012-09-28,CGX,Cineplex Inc.,Consumer Discretionary,
2012-09-28,CLC,CML HealthCare Inc.,Health Care,
2012-09-28,CCA,Cogeco Cable Inc.,Consumer Discretionary,
2012-09-28,CSI,Colossus Minerals Inc.,Materials,
2012-09-28,CUF.UN,Cominar Real Estate Investment Trust,Financials,
2012-09-28,CSU,Constellation Software Inc.,Information Technology,
2012-09-28,CJR.B,Corus Entertainment Inc.,Consumer Discretionary,
2012-09-28,BCB,Cott Corporation,Consumer Staples,
2012-09-28,CPG,Crescent Point Energy Corp.,Energy,
2012-09-28,CR,Crew Energy Inc.,Energy,
2012-09-28,CRR.UN,Crombie Real Estate Investment Trust,Financials,
2012-09-28,DH,Davis + Henderson Corporation,Financials,
2012-09-28,DML,Denison Mines Corp.,Energy,
2012-09-28,DGC,Detour Gold Corporation,Materials,
2012-09-28,DOL,Dollarama Inc.,Consumer Discretionary,
2012-09-28,DII.B,Dorel Industries Inc.,Consumer Discretionary,
2012-09-28,DC.A,Dundee Corporation,Financials,
2012-09-28,DPM,Dundee Precious Metals Inc.,Materials,
2012-09-28,D.UN,Dundee Real Estate Investment Trust,Financials,
2012-09-28,ELD,Eldorado Gold Corporation,Materials,
2012-09-28,EMA,Emera Incorporated,Utilities,
2012-09-28,EMP.A,Empire Company Limited,Consumer Staples,
2012-09-28,ENB,Enbridge Inc.,Energy,
2012-09-28,ENF,Enbridge Income Fund Holdings Inc.,Energy,
2012-09-28,ECA,Encana Corporation,Energy,
2012-09-28,EDR,Endeavour Silver Corp.,Materials,
2012-09-28,EFX,Enerflex Ltd.,Energy,
2012-09-28,ERF,Enerplus Corporation,Energy,
2012-09-28,ESI,Ensign Energy Services Inc.,Energy,
2012-09-28,EXE,Extendicare Inc.,Health Care,
2012-09-28,FFH,Fairfax Financial Holdings Limited,Financials,
2012-09-28,FTT,Finning International Inc.,Industrials,
2012-09-28,FCR,First Capital Realty Inc.,Financials,
2012-09-28,FR,First Majestic Silver Corp.,Materials,
2012-09-28,FM,First Quantum Minerals Ltd.,Materials,
2012-09-28,FSV,FirstService Corporation,Financials,
2012-09-28,FTS,Fortis Inc.,Utilities,
2012-09-28,FVI,Fortuna Silver Mines Inc.,Materials,
2012-09-28,FNV,Franco-Nevada Corporation,Materials,
2012-09-28,FRU,Freehold Royalties Ltd.,Energy,
2012-09-28,GBU,Gabriel Resources Ltd.,Materials,
2012-09-28,GNV,GENIVAR Inc.,Industrials,
2012-09-28,MIC,Genworth MI Canada Inc.,Financials,
2012-09-28,WN,George Weston Limited,Consumer Staples,
2012-09-28,GEI,Gibson Energy Inc.,Energy,
2012-09-28,GIL,Gildan Activewear Inc.,Consumer Discretionary,
2012-09-28,G,Goldcorp Inc.,Materials,
2012-09-28,GRT,Granite Real Estate Inc.,Financials,
2012-09-28,GWO,Great-West Lifeco Inc.,Financials,
2012-09-28,HR.UN,H&R Real Estate Investment Trust,Financials,
2012-09-28,HW,Harry Winston Diamond Corporation,Materials,
2012-09-28,HCG,Home Capital Group Inc.,Financials,
2012-09-28,HBM,HudBay Minerals Inc.,Materials,
2012-09-28,HSE,Husky Energy Inc.,Energy,
2012-09-28,IMG,Iamgold Corporation,Materials,
2012-09-28,IGM,IGM Financial Inc.,Financials,
2012-09-28,IMO,Imperial Oil Limited,Energy,
2012-09-28,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2012-09-28,IMN,Inmet Mining Corporation,Materials,
2012-09-28,IFC,Intact Financial Corporation,Financials,
2012-09-28,IPL.UN,Inter Pipeline Fund,Energy,
2012-09-28,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2012-09-28,JE,Just Energy Group Inc.,Utilities,
2012-09-28,KEY,Keyera Corp.,Energy,
2012-09-28,K,Kinross Gold Corporation,Materials,
2012-09-28,KGI,Kirkland Lake Gold Inc.,Materials,
2012-09-28,LIF.UN,Labrador Iron Ore Royalty Corporation,Materials,
2012-09-28,LSG,Lake Shore Gold Corp.,Materials,
2012-09-28,LB,Laurentian Bank of Canada,Financials,
2012-09-28,LEG,Legacy Oil + Gas Inc.,Energy,
2012-09-28,LNR,Linamar Corporation,Consumer Discretionary,
2012-09-28,L,Loblaw Companies Limited,Consumer Staples,
2012-09-28,LUN,Lundin Mining Corporation,Materials,
2012-09-28,MDA,"MacDonald, Dettwiler and Associates Ltd.",Information Technology,
2012-09-28,MG,Magna International Inc.,Consumer Discretionary,
2012-09-28,MDI,Major Drilling Group International Inc.,Materials,
2012-09-28,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2012-09-28,MFC,Manulife Financial Corporation,Financials,
2012-09-28,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2012-09-28,MRE,Martinrea International Inc.,Consumer Discretionary,
2012-09-28,MEG,MEG Energy Corp.,Energy,
2012-09-28,MX,Methanex Corporation,Materials,
2012-09-28,MRU,Metro Inc.,Consumer Staples,
2012-09-28,MTL,Mullen Group Ltd.,Energy,
2012-09-28,NA,National Bank of Canada,Financials,
2012-09-28,NSU,Nevsun Resources Ltd.,Materials,
2012-09-28,NGD,New Gold Inc.,Materials,
2012-09-28,NXY,Nexen Inc.,Energy,
2012-09-28,NKO,Niko Resources Ltd.,Energy,
2012-09-28,NDN,Nordion Inc.,Health Care,
2012-09-28,NPR.UN,Northern Property Real Estate Investment Trust,Financials,
2012-09-28,NPI,Northland Power Inc.,Utilities,
2012-09-28,NG,NovaGold Resources Inc.,Materials,
2012-09-28,OGC,OceanaGold Corporation,Materials,
2012-09-28,OCX,Onex Corporation,Financials,
2012-09-28,OTC,Open Text Corporation,Information Technology,
2012-09-28,OSK,Osisko Mining Corporation,Materials,
2012-09-28,PRE,Pacific Rubiales Energy Corp.,Energy,
2012-09-28,PAA,Pan American Silver Corp.,Materials,
2012-09-28,POU,Paramount Resources Ltd.,Energy,
2012-09-28,PKI,Parkland Fuel Corporation,Energy,
2012-09-28,PSI,Pason Systems Inc.,Energy,
2012-09-28,PPL,Pembina Pipeline Corporation,Energy,
2012-09-28,PGF,Pengrowth Energy Corporation,Energy,
2012-09-28,PWT,Penn West Petroleum Ltd.,Energy,
2012-09-28,PBN,PetroBakken Energy Ltd.,Energy,
2012-09-28,PBG,Petrobank Energy and Resources Ltd.,Energy,
2012-09-28,PMG,Petrominerales Ltd.,Energy,
2012-09-28,PEY,Peyto Exploration & Development Corp.,Energy,
2012-09-28,PSN,Poseidon Concepts Corp.,Energy,
2012-09-28,POT,Potash Corporation of Saskatchewan Inc.,Materials,
2012-09-28,POW,Power Corporation of Canada,Financials,
2012-09-28,PWF,Power Financial Corporation,Financials,
2012-09-28,PD,Precision Drilling Corporation,Energy,
2012-09-28,PG,Premier Gold Mines Limited,Materials,
2012-09-28,PVG,Pretium Resources Inc.,Materials,
2012-09-28,PMZ.UN,Primaris Retail Real Estate Investment Trust,Financials,
2012-09-28,PRQ,Progress Energy Resources Corp.,Energy,
2012-09-28,BIN,Progressive Waste Solutions Ltd.,Industrials,
2012-09-28,QBR.B,Quebecor Inc.,Consumer Discretionary,
2012-09-28,RET.A,Reitmans (Canada) Limited,Consumer Discretionary,
2012-09-28,RIM,Research In Motion Limited,Information Technology,
2012-09-28,RIO,Rio Alto Mining Limited,Materials,
2012-09-28,REI.UN,RioCan Real Estate Investment Trust,Financials,
2012-09-28,RCI.B,Rogers Communications Inc.,Telecommunication Services,
2012-09-28,RON,Rona Inc.,Consumer Discretionary,
2012-09-28,RY,Royal Bank of Canada,Financials,
2012-09-28,RMX,Rubicon Minerals Corporation,Materials,
2012-09-28,RUS,Russel Metals Inc.,Industrials,
2012-09-28,SAP,Saputo Inc.,Consumer Staples,
2012-09-28,SVY,Savanna Energy Services Corp.,Energy,
2012-09-28,SES,Secure Energy Services Inc.,Energy,
2012-09-28,SMF,Semafo Inc.,Materials,
2012-09-28,SJR.B,Shaw Communications Inc.,Consumer Discretionary,
2012-09-28,SCL.A,ShawCor Ltd.,Energy,
2012-09-28,S,Sherritt International Corporation,Materials,
2012-09-28,SC,Shoppers Drug Mart Corporation,Consumer Staples,
2012-09-28,SSO,Silver Standard Resources Inc.,Materials,
2012-09-28,SLW,Silver Wheaton Corp.,Materials,
2012-09-28,SVM,Silvercorp Metals Inc.,Materials,
2012-09-28,SNC,SNC-Lavalin Group Inc.,Industrials,
2012-09-28,STN,Stantec Inc.,Industrials,
2012-09-28,SLF,Sun Life Financial Inc.,Financials,
2012-09-28,SU,Suncor Energy Inc.,Energy,
2012-09-28,SPB,Superior Plus Corp.,Industrials,
2012-09-28,THO,Tahoe Resources Inc.,Materials,
2012-09-28,TLM,Talisman Energy Inc.,Energy,
2012-09-28,TKO,Taseko Mines Limited,Materials,
2012-09-28,TCK.B,Teck Resources Limited,Materials,
2012-09-28,T,Telus Corporation,Telecommunication Services,
2012-09-28,NWC,The North West Company Inc.,Consumer Staples,
2012-09-28,TCM,Thompson Creek Metals Company Inc.,Materials,
2012-09-28,TRI,Thomson Reuters Corporation,Consumer Discretionary,
2012-09-28,THI,Tim Hortons Inc.,Consumer Discretionary,
2012-09-28,X,TMX Group Limited,Financials,
2012-09-28,TXG,Torex Gold Resources Inc.,Materials,
2012-09-28,TIH,Toromont Industries Ltd.,Industrials,
2012-09-28,TD,Toronto-Dominion Bank,Financials,
2012-09-28,TOU,Tourmaline Oil Corp.,Energy,
2012-09-28,TA,TransAlta Corporation,Utilities,
2012-09-28,TRP,TransCanada Corporation,Energy,
2012-09-28,TCL.A,Transcontinental Inc.,Industrials,
2012-09-28,TFI,TransForce Inc.,Industrials,
2012-09-28,TGL,TransGlobe Energy Corporation,Energy,
2012-09-28,TCW,Trican Well Service Ltd.,Energy,
2012-09-28,TET,Trilogy Energy Corp.,Energy,
2012-09-28,TDG,Trinidad Drilling Ltd.,Energy,
2012-09-28,TRQ,Turquoise Hill Resources Ltd.,Materials,
2012-09-28,UUU,Uranium One Inc.,Energy,
2012-09-28,VRX,"Valeant Pharmaceuticals International, Inc.",Health Care,
2012-09-28,VSN,Veresen Inc.,Energy,
2012-09-28,VET,Vermilion Energy Inc.,Energy,
2012-09-28,VT,Viterra Inc.,Consumer Staples,
2012-09-28,WJX,Wajax Corporation,Industrials,
2012-09-28,WFT,West Fraser Timber Co. Ltd.,Materials,
2012-09-28,WJA,WestJet Airlines Ltd.,Industrials,
2012-09-28,WPT,Westport Innovations Inc.,Industrials,
2012-09-28,WTE,Westshore Terminals Investment Corporation,Industrials,
2012-09-28,WCP,Whitecap Resources Inc.,Energy,
2012-09-28,WIN,Wi-LAN Inc.,Information Technology,
2012-09-28,YRI,Yamana Gold Inc.,Materials,
2012-07-26,AAV,Advantage Oil & Gas Ltd.,Energy,
2012-07-26,ARE,Aecon Group Inc.,Industrials,
2012-07-26,AGF.B,AGF Management Limited,Financials,
2012-07-26,AEM,Agnico-Eagle Mines Ltd.,Materials,
2012-07-26,AGU,Agrium Inc.,Materials,
2012-07-26,AIM,Aimia Inc.,Consumer Discretionary,
2012-07-26,ASR,Alacer Gold Corp.,Materials,
2012-07-26,AGI,Alamos Gold Inc.,Materials,
2012-07-26,AQN,Algonquin Power & Utilities Corp.,Utilities,
2012-07-26,ATD.B,Alimentation Couche-Tard Inc.,Consumer Staples,
2012-07-26,AP.UN,Allied Properties Real Estate Investment Trust,Financials,
2012-07-26,ALA,AltaGas Ltd.,Energy,
2012-07-26,ARX,ARC Resources Ltd.,Energy,
2012-07-26,AR,Argonaut Gold Inc.,Materials,
2012-07-26,AX.UN,Artis Real Estate Investment Trust,Financials,
2012-07-26,ACM.A,Astral Media Inc.,Consumer Discretionary,
2012-07-26,ACO.X,Atco Ltd.,Utilities,
2012-07-26,ATH,Athabasca Oil Corporation,Energy,
2012-07-26,ATP,Atlantic Power Corporation,Utilities,
2012-07-26,AUQ,AuRico Gold Inc.,Materials,
2012-07-26,ARZ,Aurizon Mines Ltd.,Materials,
2012-07-26,BTO,B2Gold Corp.,Materials,
2012-07-26,BMO,Bank of Montreal,Financials,
2012-07-26,BNS,Bank of Nova Scotia,Financials,
2012-07-26,BNK,Bankers Petroleum Ltd.,Energy,
2012-07-26,BAA,Banro Corporation,Materials,
2012-07-26,ABX,Barrick Gold Corporation,Materials,
2012-07-26,BTE,Baytex Energy Corp.,Energy,
2012-07-26,BCE,BCE Inc.,Telecommunication Services,
2012-07-26,BA,Bell Aliant Inc.,Telecommunication Services,
2012-07-26,BIR,Birchcliff Energy Ltd.,Energy,
2012-07-26,BDI,Black Diamond Group Limited,Industrials,
2012-07-26,PXX,BlackPearl Resources Inc.,Energy,
2012-07-26,BEI.UN,Boardwalk Real Estate Investment Trust,Financials,
2012-07-26,BBD.B,Bombardier Inc.,Industrials,
2012-07-26,BNP,Bonavista Energy Corporation,Energy,
2012-07-26,BNE,Bonterra Energy Corp.,Energy,
2012-07-26,BAM.A,Brookfield Asset Management Inc.,Financials,
2012-07-26,BPO,Brookfield Office Properties Inc.,Financials,
2012-07-26,CAE,CAE Inc.,Industrials,
2012-07-26,CFW,Calfrac Well Services Ltd.,Energy,
2012-07-26,CWT.UN,Calloway Real Estate Investment Trust,Financials,
2012-07-26,CCO,Cameco Corporation,Energy,
2012-07-26,CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,Financials,
2012-07-26,CM,Canadian Imperial Bank of Commerce,Financials,
2012-07-26,CNR,Canadian National Railway Company,Industrials,
2012-07-26,CNQ,Canadian Natural Resources Limited,Energy,
2012-07-26,COS,Canadian Oil Sands Limited,Energy,
2012-07-26,CP,Canadian Pacific Railway Limited,Industrials,
2012-07-26,REF.UN,Canadian Real Estate Investment Trust,Financials,
2012-07-26,CTC.A,"Canadian Tire Corporation, Limited",Consumer Discretionary,
2012-07-26,CU,Canadian Utilities Limited,Utilities,
2012-07-26,CWB,Canadian Western Bank,Financials,
2012-07-26,CUS,Canexus Corporation,Materials,
2012-07-26,CFP,Canfor Corporation,Materials,
2012-07-26,CPX,Capital Power Corporation,Utilities,
2012-07-26,CS,Capstone Mining Corp.,Materials,
2012-07-26,CCT,Catamaran Corporation,Health Care,
2012-07-26,CCL.B,CCL Industries Inc.,Materials,
2012-07-26,CLS,Celestica Inc.,Information Technology,
2012-07-26,CLT,Celtic Exploration Ltd.,Energy,
2012-07-26,CVE,Cenovus Energy Inc.,Energy,
2012-07-26,CG,Centerra Gold Inc.,Materials,
2012-07-26,GIB.A,CGI Group Inc.,Information Technology,
2012-07-26,CSH.UN,Chartwell Seniors Housing Real Estate Investment Trust,Financials,
2012-07-26,CGG,China Gold International Resources Corp. Ltd.,Materials,
2012-07-26,CHR.B,Chorus Aviation Inc.,Industrials,
2012-07-26,CIX,CI Financial Corp.,Financials,
2012-07-26,CGX,Cineplex Inc.,Consumer Discretionary,
2012-07-26,CLC,CML HealthCare Inc.,Health Care,
2012-07-26,CCA,Cogeco Cable Inc.,Consumer Discretionary,
2012-07-26,CSI,Colossus Minerals Inc.,Materials,
2012-07-26,CUF.UN,Cominar Real Estate Investment Trust,Financials,
2012-07-26,CJR.B,Corus Entertainment Inc.,Consumer Discretionary,
2012-07-26,BCB,Cott Corporation,Consumer Staples,
2012-07-26,CPG,Crescent Point Energy Corp.,Energy,
2012-07-26,CR,Crew Energy Inc.,Energy,
2012-07-26,DH,Davis + Henderson Corporation,Financials,
2012-07-26,DML,Denison Mines Corp.,Energy,
2012-07-26,DGC,Detour Gold Corporation,Materials,
2012-07-26,DOL,Dollarama Inc.,Consumer Discretionary,
2012-07-26,DII.B,Dorel Industries Inc.,Consumer Discretionary,
2012-07-26,DC.A,Dundee Corporation,Financials,
2012-07-26,DPM,Dundee Precious Metals Inc.,Materials,
2012-07-26,D.UN,Dundee Real Estate Investment Trust,Financials,
2012-07-26,ELD,Eldorado Gold Corporation,Materials,
2012-07-26,EMA,Emera Incorporated,Utilities,
2012-07-26,EMP.A,Empire Company Limited,Consumer Staples,
2012-07-26,ENB,Enbridge Inc.,Energy,
2012-07-26,ENF,Enbridge Income Fund Holdings Inc.,Energy,
2012-07-26,ECA,Encana Corporation,Energy,
2012-07-26,EDR,Endeavour Silver Corp.,Materials,
2012-07-26,EFX,Enerflex Ltd.,Energy,
2012-07-26,ERF,Enerplus Corporation,Energy,
2012-07-26,ESI,Ensign Energy Services Inc.,Energy,
2012-07-26,EXE.UN,Extendicare Real Estate Investment Trust,Financials,
2012-07-26,FFH,Fairfax Financial Holdings Limited,Financials,
2012-07-26,FTT,Finning International Inc.,Industrials,
2012-07-26,FCR,First Capital Realty Inc.,Financials,
2012-07-26,FR,First Majestic Silver Corp.,Materials,
2012-07-26,FM,First Quantum Minerals Ltd.,Materials,
2012-07-26,FSV,FirstService Corporation,Financials,
2012-07-26,FTS,Fortis Inc.,Utilities,
2012-07-26,FVI,Fortuna Silver Mines Inc.,Materials,
2012-07-26,FNV,Franco-Nevada Corporation,Materials,
2012-07-26,FRU,Freehold Royalties Ltd.,Energy,
2012-07-26,GBU,Gabriel Resources Ltd.,Materials,
2012-07-26,MIC,Genworth MI Canada Inc.,Financials,
2012-07-26,WN,George Weston Limited,Consumer Staples,
2012-07-26,GEI,Gibson Energy Inc.,Energy,
2012-07-26,GIL,Gildan Activewear Inc.,Consumer Discretionary,
2012-07-26,G,Goldcorp Inc.,Materials,
2012-07-26,GRT,Granite Real Estate Inc.,Financials,
2012-07-26,GWO,Great-West Lifeco Inc.,Financials,
2012-07-26,HR.UN,H&R Real Estate Investment Trust,Financials,
2012-07-26,HW,Harry Winston Diamond Corporation,Materials,
2012-07-26,HCG,Home Capital Group Inc.,Financials,
2012-07-26,HBM,HudBay Minerals Inc.,Materials,
2012-07-26,HSE,Husky Energy Inc.,Energy,
2012-07-26,IMG,Iamgold Corporation,Materials,
2012-07-26,IGM,IGM Financial Inc.,Financials,
2012-07-26,IMO,Imperial Oil Limited,Energy,
2012-07-26,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2012-07-26,IMN,Inmet Mining Corporation,Materials,
2012-07-26,IFC,Intact Financial Corporation,Financials,
2012-07-26,IPL.UN,Inter Pipeline Fund,Energy,
2012-07-26,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2012-07-26,JE,Just Energy Group Inc.,Utilities,
2012-07-26,KEY,Keyera Corp.,Energy,
2012-07-26,K,Kinross Gold Corporation,Materials,
2012-07-26,KGI,Kirkland Lake Gold Inc.,Materials,
2012-07-26,LIF.UN,Labrador Iron Ore Royalty Corporation,Materials,
2012-07-26,LSG,Lake Shore Gold Corp.,Materials,
2012-07-26,LB,Laurentian Bank of Canada,Financials,
2012-07-26,LEG,Legacy Oil + Gas Inc.,Energy,
2012-07-26,LNR,Linamar Corporation,Consumer Discretionary,
2012-07-26,L,Loblaw Companies Limited,Consumer Staples,
2012-07-26,LUN,Lundin Mining Corporation,Materials,
2012-07-26,MDA,"MacDonald, Dettwiler and Associates Ltd.",Information Technology,
2012-07-26,MG,Magna International Inc.,Consumer Discretionary,
2012-07-26,MDI,Major Drilling Group International Inc.,Materials,
2012-07-26,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2012-07-26,MFC,Manulife Financial Corporation,Financials,
2012-07-26,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2012-07-26,MRE,Martinrea International Inc.,Consumer Discretionary,
2012-07-26,MEG,MEG Energy Corp.,Energy,
2012-07-26,MX,Methanex Corporation,Materials,
2012-07-26,MRU,Metro Inc.,Consumer Staples,
2012-07-26,MTL,Mullen Group Ltd.,Energy,
2012-07-26,NA,National Bank of Canada,Financials,
2012-07-26,NSU,Nevsun Resources Ltd.,Materials,
2012-07-26,NGD,New Gold Inc.,Materials,
2012-07-26,NXY,Nexen Inc.,Energy,
2012-07-26,NKO,Niko Resources Ltd.,Energy,
2012-07-26,NDN,Nordion Inc.,Health Care,
2012-07-26,PDL,North American Palladium Ltd.,Materials,
2012-07-26,NPR.UN,Northern Property Real Estate Investment Trust,Financials,
2012-07-26,NPI,Northland Power Inc.,Utilities,
2012-07-26,NG,NovaGold Resources Inc.,Materials,
2012-07-26,OGC,OceanaGold Corporation,Materials,
2012-07-26,OCX,Onex Corporation,Financials,
2012-07-26,OTC,Open Text Corporation,Information Technology,
2012-07-26,OSK,Osisko Mining Corporation,Materials,
2012-07-26,PRE,Pacific Rubiales Energy Corp.,Energy,
2012-07-26,PAA,Pan American Silver Corp.,Materials,
2012-07-26,POU,Paramount Resources Ltd.,Energy,
2012-07-26,PKI,Parkland Fuel Corporation,Energy,
2012-07-26,PSI,Pason Systems Inc.,Energy,
2012-07-26,PPL,Pembina Pipeline Corporation,Energy,
2012-07-26,PGF,Pengrowth Energy Corporation,Energy,
2012-07-26,PWT,Penn West Petroleum Ltd.,Energy,
2012-07-26,PBN,PetroBakken Energy Ltd.,Energy,
2012-07-26,PBG,Petrobank Energy and Resources Ltd.,Energy,
2012-07-26,PMG,Petrominerales Ltd.,Energy,
2012-07-26,PEY,Peyto Exploration & Development Corp.,Energy,
2012-07-26,PSN,Poseidon Concepts Corp.,Energy,
2012-07-26,POT,Potash Corporation of Saskatchewan Inc.,Materials,
2012-07-26,POW,Power Corporation of Canada,Financials,
2012-07-26,PWF,Power Financial Corporation,Financials,
2012-07-26,PD,Precision Drilling Corporation,Energy,
2012-07-26,PG,Premier Gold Mines Limited,Materials,
2012-07-26,PVG,Pretium Resources Inc.,Materials,
2012-07-26,PMZ.UN,Primaris Retail Real Estate Investment Trust,Financials,
2012-07-26,PRQ,Progress Energy Resources Corp.,Energy,
2012-07-26,BIN,Progressive Waste Solutions Ltd.,Industrials,
2012-07-26,QBR.B,Quebecor Inc.,Consumer Discretionary,
2012-07-26,RET.A,Reitmans (Canada) Limited,Consumer Discretionary,
2012-07-26,RIM,Research In Motion Limited,Information Technology,
2012-07-26,REI.UN,RioCan Real Estate Investment Trust,Financials,
2012-07-26,RCI.B,Rogers Communications Inc.,Telecommunication Services,
2012-07-26,RON,Rona Inc.,Consumer Discretionary,
