Last Index Change,Symbol,Company,Sector,Industry
2013-03-01,DII.B,Dorel Industries Inc.,Consumer Discretionary,
2013-03-01,DC.A,Dundee Corporation,Financials,
2013-03-01,DPM,Dundee Precious Metals Inc.,Materials,
2013-03-01,D.UN,Dundee Real Estate Investment Trust,Financials,
2013-03-01,ELD,Eldorado Gold Corporation,Materials,
2013-03-01,EMA,Emera Incorporated,Utilities,
2013-03-01,EMP.A,Empire Company Limited,Consumer Staples,
2013-03-01,ENB,Enbridge Inc.,Energy,
2013-03-01,ENF,Enbridge Income Fund Holdings Inc.,Energy,
2013-03-01,ECA,Encana Corporation,Energy,
2013-03-01,EDR,Endeavour Silver Corp.,Materials,
2013-03-01,EFX,Enerflex Ltd.,Energy,
2013-03-01,ERF,Enerplus Corporation,Energy,
2013-03-01,ESI,Ensign Energy Services Inc.,Energy,
2013-03-01,EXE,Extendicare Inc.,Health Care,
2013-03-01,FFH,Fairfax Financial Holdings Limited,Financials,
2013-03-01,FTT,Finning International Inc.,Industrials,
2013-03-01,FCR,First Capital Realty Inc.,Financials,
2013-03-01,FR,First Majestic Silver Corp.,Materials,
2013-03-01,FM,First Quantum Minerals Ltd.,Materials,
2013-03-01,FSV,FirstService Corporation,Financials,
2013-03-01,FTS,Fortis Inc.,Utilities,
2013-03-01,FVI,Fortuna Silver Mines Inc.,Materials,
2013-03-01,FNV,Franco-Nevada Corporation,Materials,
2013-03-01,FRU,Freehold Royalties Ltd.,Energy,
2013-03-01,GBU,Gabriel Resources Ltd.,Materials,
2013-03-01,GNV,GENIVAR Inc.,Industrials,
2013-03-01,MIC,Genworth MI Canada Inc.,Financials,
2013-03-01,WN,George Weston Limited,Consumer Staples,
2013-03-01,GEI,Gibson Energy Inc.,Energy,
2013-03-01,GIL,Gildan Activewear Inc.,Consumer Discretionary,
2013-03-01,G,Goldcorp Inc.,Materials,
2013-03-01,GRT.UN,Granite Real Estate Investment Trust,Financials,
2013-03-01,GWO,Great-West Lifeco Inc.,Financials,
2013-03-01,HR.UN,H&R Real Estate Investment Trust,Financials,
2013-03-01,HW,Harry Winston Diamond Corporation,Materials,
2013-03-01,HCG,Home Capital Group Inc.,Financials,
2013-03-01,HBM,HudBay Minerals Inc.,Materials,
2013-03-01,HSE,Husky Energy Inc.,Energy,
2013-03-01,IMG,Iamgold Corporation,Materials,
2013-03-01,IGM,IGM Financial Inc.,Financials,
2013-03-01,IMO,Imperial Oil Limited,Energy,
2013-03-01,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2013-03-01,IMN,Inmet Mining Corporation,Materials,
2013-03-01,IFC,Intact Financial Corporation,Financials,
2013-03-01,IPL.UN,Inter Pipeline Fund,Energy,
2013-03-01,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2013-03-01,JE,Just Energy Group Inc.,Utilities,
2013-03-01,KEY,Keyera Corp.,Energy,
2013-03-01,K,Kinross Gold Corporation,Materials,
2013-03-01,KGI,Kirkland Lake Gold Inc.,Materials,
2013-03-01,LIF,Labrador Iron Ore Royalty Corporation,Materials,
2013-03-01,LB,Laurentian Bank of Canada,Financials,
2013-03-01,LEG,Legacy Oil + Gas Inc.,Energy,
2013-03-01,LNR,Linamar Corporation,Consumer Discretionary,
2013-03-01,L,Loblaw Companies Limited,Consumer Staples,
2013-03-01,LUN,Lundin Mining Corporation,Materials,
2013-03-01,MDA,"MacDonald, Dettwiler and Associates Ltd.",Information Technology,
2013-03-01,MG,Magna International Inc.,Consumer Discretionary,
2013-03-01,MDI,Major Drilling Group International Inc.,Materials,
2013-03-01,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2013-03-01,MFC,Manulife Financial Corporation,Financials,
2013-03-01,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2013-03-01,MRE,Martinrea International Inc.,Consumer Discretionary,
2013-03-01,MEG,MEG Energy Corp.,Energy,
2013-03-01,MX,Methanex Corporation,Materials,
2013-03-01,MRU,Metro Inc.,Consumer Staples,
2013-03-01,MTL,Mullen Group Ltd.,Energy,
2013-03-01,NA,National Bank of Canada,Financials,
2013-03-01,NSU,Nevsun Resources Ltd.,Materials,
2013-03-01,NGD,New Gold Inc.,Materials,
2013-03-01,NKO,Niko Resources Ltd.,Energy,
2013-03-01,NDN,Nordion Inc.,Health Care,
2013-03-01,NPR.UN,Northern Property Real Estate Investment Trust,Financials,
2013-03-01,NPI,Northland Power Inc.,Utilities,
2013-03-01,NG,NovaGold Resources Inc.,Materials,
2013-03-01,OGC,OceanaGold Corporation,Materials,
2013-03-01,OCX,Onex Corporation,Financials,
2013-03-01,OTC,Open Text Corporation,Information Technology,
2013-03-01,OSK,Osisko Mining Corporation,Materials,
2013-03-01,PRE,Pacific Rubiales Energy Corp.,Energy,
2013-03-01,PAA,Pan American Silver Corp.,Materials,
2013-03-01,POU,Paramount Resources Ltd.,Energy,
2013-03-01,PKI,Parkland Fuel Corporation,Energy,
2013-03-01,PSI,Pason Systems Inc.,Energy,
2013-03-01,PPL,Pembina Pipeline Corporation,Energy,
2013-03-01,PGF,Pengrowth Energy Corporation,Energy,
2013-03-01,PWT,Penn West Petroleum Ltd.,Energy,
2013-03-01,PBN,PetroBakken Energy Ltd.,Energy,
2013-03-01,PBG,Petrobank Energy and Resources Ltd.,Energy,
2013-03-01,PMG,Petrominerales Ltd.,Energy,
2013-03-01,PEY,Peyto Exploration & Development Corp.,Energy,
2013-03-01,POT,Potash Corporation of Saskatchewan Inc.,Materials,
2013-03-01,POW,Power Corporation of Canada,Financials,
2013-03-01,PWF,Power Financial Corporation,Financials,
2013-03-01,PD,Precision Drilling Corporation,Energy,
2013-03-01,PG,Premier Gold Mines Limited,Materials,
2013-03-01,PVG,Pretium Resources Inc.,Materials,
2013-03-01,PMZ.UN,Primaris Retail Real Estate Investment Trust,Financials,
2013-03-01,BIN,Progressive Waste Solutions Ltd.,Industrials,
2013-03-01,QBR.B,Quebecor Inc.,Consumer Discretionary,
2013-03-01,RET.A,Reitmans (Canada) Limited,Consumer Discretionary,
2013-03-01,BB,Research In Motion Limited,Information Technology,
2013-03-01,RIO,Rio Alto Mining Limited,Materials,
2013-03-01,REI.UN,RioCan Real Estate Investment Trust,Financials,
2013-03-01,RCI.B,Rogers Communications Inc.,Telecommunication Services,
2013-03-01,RON,Rona Inc.,Consumer Discretionary,
2013-03-01,RY,Royal Bank of Canada,Financials,
2013-03-01,RMX,Rubicon Minerals Corporation,Materials,
2013-03-01,RUS,Russel Metals Inc.,Industrials,
2013-03-01,SAP,Saputo Inc.,Consumer Staples,
2013-03-01,SVY,Savanna Energy Services Corp.,Energy,
2013-03-01,SES,Secure Energy Services Inc.,Energy,
2013-03-01,SMF,Semafo Inc.,Materials,
2013-03-01,SJR.B,Shaw Communications Inc.,Consumer Discretionary,
2013-03-01,SCL.A,ShawCor Ltd.,Energy,
2013-03-01,S,Sherritt International Corporation,Materials,
2013-03-01,SC,Shoppers Drug Mart Corporation,Consumer Staples,
2013-03-01,SSO,Silver Standard Resources Inc.,Materials,
2013-03-01,SLW,Silver Wheaton Corp.,Materials,
2013-03-01,SVM,Silvercorp Metals Inc.,Materials,
2013-03-01,SNC,SNC-Lavalin Group Inc.,Industrials,
2013-03-01,STN,Stantec Inc.,Industrials,
2013-03-01,SLF,Sun Life Financial Inc.,Financials,
2013-03-01,SU,Suncor Energy Inc.,Energy,
2013-03-01,SPB,Superior Plus Corp.,Industrials,
2013-03-01,THO,Tahoe Resources Inc.,Materials,
2013-03-01,TLM,Talisman Energy Inc.,Energy,
2013-03-01,TKO,Taseko Mines Limited,Materials,
2013-03-01,TCK.B,Teck Resources Limited,Materials,
2013-03-01,T,Telus Corporation,Telecommunication Services,
2013-03-01,NWC,The North West Company Inc.,Consumer Staples,
2013-03-01,TCM,Thompson Creek Metals Company Inc.,Materials,
2013-03-01,TRI,Thomson Reuters Corporation,Consumer Discretionary,
2013-03-01,THI,Tim Hortons Inc.,Consumer Discretionary,
2013-03-01,X,TMX Group Limited,Financials,
2013-03-01,TXG,Torex Gold Resources Inc.,Materials,
2013-03-01,TIH,Toromont Industries Ltd.,Industrials,
2013-03-01,TD,Toronto-Dominion Bank,Financials,
2013-03-01,TOU,Tourmaline Oil Corp.,Energy,
2013-03-01,TA,TransAlta Corporation,Utilities,
2013-03-01,TRP,TransCanada Corporation,Energy,
2013-03-01,TCL.A,Transcontinental Inc.,Industrials,
2013-03-01,TFI,TransForce Inc.,Industrials,
2013-03-01,TGL,TransGlobe Energy Corporation,Energy,
2013-03-01,TCW,Trican Well Service Ltd.,Energy,
2013-03-01,TET,Trilogy Energy Corp.,Energy,
2013-03-01,TDG,Trinidad Drilling Ltd.,Energy,
2013-03-01,TRQ,Turquoise Hill Resources Ltd.,Materials,
2013-03-01,UUU,Uranium One Inc.,Energy,
2013-03-01,VRX,"Valeant Pharmaceuticals International, Inc.",Health Care,
2013-03-01,VSN,Veresen Inc.,Energy,
2013-03-01,VET,Vermilion Energy Inc.,Energy,
2013-03-01,WJX,Wajax Corporation,Industrials,
2013-03-01,WFT,West Fraser Timber Co. Ltd.,Materials,
2013-03-01,WJA,WestJet Airlines Ltd.,Industrials,
2013-03-01,WPT,Westport Innovations Inc.,Industrials,
2013-03-01,WTE,Westshore Terminals Investment Corporation,Industrials,
2013-03-01,WCP,Whitecap Resources Inc.,Energy,
2013-03-01,WIN,Wi-LAN Inc.,Information Technology,
2013-03-01,YRI,Yamana Gold Inc.,Materials,
2012-12-24,AAV,Advantage Oil & Gas Ltd.,Energy,
2012-12-24,ARE,Aecon Group Inc.,Industrials,
2012-12-24,AGF.B,AGF Management Limited,Financials,
2012-12-24,AEM,Agnico-Eagle Mines Ltd.,Materials,
2012-12-24,AGU,Agrium Inc.,Materials,
2012-12-24,AIM,Aimia Inc.,Consumer Discretionary,
2012-12-24,ASR,Alacer Gold Corp.,Materials,
2012-12-24,AGI,Alamos Gold Inc.,Materials,
2012-12-24,AQN,Algonquin Power & Utilities Corp.,Utilities,
2012-12-24,ATD.B,Alimentation Couche-Tard Inc.,Consumer Staples,
2012-12-24,AP.UN,Allied Properties Real Estate Investment Trust,Financials,
2012-12-24,ALA,AltaGas Ltd.,Energy,
2012-12-24,ARX,ARC Resources Ltd.,Energy,
2012-12-24,AR,Argonaut Gold Inc.,Materials,
2012-12-24,AX.UN,Artis Real Estate Investment Trust,Financials,
2012-12-24,ACM.A,Astral Media Inc.,Consumer Discretionary,
2012-12-24,ACO.X,Atco Ltd.,Utilities,
2012-12-24,ATH,Athabasca Oil Corporation,Energy,
2012-12-24,ATP,Atlantic Power Corporation,Utilities,
2012-12-24,AUQ,AuRico Gold Inc.,Materials,
2012-12-24,ARZ,Aurizon Mines Ltd.,Materials,
2012-12-24,BTO,B2Gold Corp.,Materials,
2012-12-24,BMO,Bank of Montreal,Financials,
2012-12-24,BNS,Bank of Nova Scotia,Financials,
2012-12-24,BNK,Bankers Petroleum Ltd.,Energy,
2012-12-24,BAA,Banro Corporation,Materials,
2012-12-24,ABX,Barrick Gold Corporation,Materials,
2012-12-24,BTE,Baytex Energy Corp.,Energy,
2012-12-24,BCE,BCE Inc.,Telecommunication Services,
2012-12-24,BA,Bell Aliant Inc.,Telecommunication Services,
2012-12-24,BIR,Birchcliff Energy Ltd.,Energy,
2012-12-24,BDI,Black Diamond Group Limited,Industrials,
2012-12-24,PXX,BlackPearl Resources Inc.,Energy,
2012-12-24,BEI.UN,Boardwalk Real Estate Investment Trust,Financials,
2012-12-24,BBD.B,Bombardier Inc.,Industrials,
2012-12-24,BNP,Bonavista Energy Corporation,Energy,
2012-12-24,BNE,Bonterra Energy Corp.,Energy,
2012-12-24,BAM.A,Brookfield Asset Management Inc.,Financials,
2012-12-24,BPO,Brookfield Office Properties Inc.,Financials,
2012-12-24,CAE,CAE Inc.,Industrials,
2012-12-24,CFW,Calfrac Well Services Ltd.,Energy,
2012-12-24,CWT.UN,Calloway Real Estate Investment Trust,Financials,
2012-12-24,CCO,Cameco Corporation,Energy,
2012-12-24,CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,Financials,
2012-12-24,CM,Canadian Imperial Bank of Commerce,Financials,
2012-12-24,CNR,Canadian National Railway Company,Industrials,
2012-12-24,CNQ,Canadian Natural Resources Limited,Energy,
2012-12-24,COS,Canadian Oil Sands Limited,Energy,
2012-12-24,CP,Canadian Pacific Railway Limited,Industrials,
2012-12-24,REF.UN,Canadian Real Estate Investment Trust,Financials,
2012-12-24,CTC.A,"Canadian Tire Corporation, Limited",Consumer Discretionary,
2012-12-24,CU,Canadian Utilities Limited,Utilities,
2012-12-24,CWB,Canadian Western Bank,Financials,
2012-12-24,CUS,Canexus Corporation,Materials,
2012-12-24,CFP,Canfor Corporation,Materials,
2012-12-24,CPX,Capital Power Corporation,Utilities,
2012-12-24,CS,Capstone Mining Corp.,Materials,
2012-12-24,CCT,Catamaran Corporation,Health Care,
2012-12-24,CCL.B,CCL Industries Inc.,Materials,
2012-12-24,CLS,Celestica Inc.,Information Technology,
2012-12-24,CLT,Celtic Exploration Ltd.,Energy,
2012-12-24,CVE,Cenovus Energy Inc.,Energy,
2012-12-24,CG,Centerra Gold Inc.,Materials,
2012-12-24,GIB.A,CGI Group Inc.,Information Technology,
2012-12-24,CSH.UN,Chartwell Seniors Housing Real Estate Investment Trust,Financials,
2012-12-24,CGG,China Gold International Resources Corp. Ltd.,Materials,
2012-12-24,CHR.B,Chorus Aviation Inc.,Industrials,
2012-12-24,CIX,CI Financial Corp.,Financials,
2012-12-24,CGX,Cineplex Inc.,Consumer Discretionary,
2012-12-24,CLC,CML HealthCare Inc.,Health Care,
2012-12-24,CCA,Cogeco Cable Inc.,Consumer Discretionary,
2012-12-24,CSI,Colossus Minerals Inc.,Materials,
2012-12-24,CUF.UN,Cominar Real Estate Investment Trust,Financials,
2012-12-24,CSU,Constellation Software Inc.,Information Technology,
2012-12-24,CJR.B,Corus Entertainment Inc.,Consumer Discretionary,
2012-12-24,BCB,Cott Corporation,Consumer Staples,
2012-12-24,CPG,Crescent Point Energy Corp.,Energy,
2012-12-24,CR,Crew Energy Inc.,Energy,
2012-12-24,CRR.UN,Crombie Real Estate Investment Trust,Financials,
2012-12-24,DH,Davis + Henderson Corporation,Financials,
2012-12-24,DGC,Detour Gold Corporation,Materials,
2012-12-24,DOL,Dollarama Inc.,Consumer Discretionary,
2012-12-24,DII.B,Dorel Industries Inc.,Consumer Discretionary,
2012-12-24,DC.A,Dundee Corporation,Financials,
2012-12-24,DPM,Dundee Precious Metals Inc.,Materials,
2012-12-24,D.UN,Dundee Real Estate Investment Trust,Financials,
2012-12-24,ELD,Eldorado Gold Corporation,Materials,
2012-12-24,EMA,Emera Incorporated,Utilities,
2012-12-24,EMP.A,Empire Company Limited,Consumer Staples,
2012-12-24,ENB,Enbridge Inc.,Energy,
2012-12-24,ENF,Enbridge Income Fund Holdings Inc.,Energy,
2012-12-24,ECA,Encana Corporation,Energy,
2012-12-24,EDR,Endeavour Silver Corp.,Materials,
2012-12-24,EFX,Enerflex Ltd.,Energy,
2012-12-24,ERF,Enerplus Corporation,Energy,
2012-12-24,ESI,Ensign Energy Services Inc.,Energy,
2012-12-24,EXE,Extendicare Inc.,Health Care,
2012-12-24,FFH,Fairfax Financial Holdings Limited,Financials,
2012-12-24,FTT,Finning International Inc.,Industrials,
2012-12-24,FCR,First Capital Realty Inc.,Financials,
2012-12-24,FR,First Majestic Silver Corp.,Materials,
2012-12-24,FM,First Quantum Minerals Ltd.,Materials,
2012-12-24,FSV,FirstService Corporation,Financials,
2012-12-24,FTS,Fortis Inc.,Utilities,
2012-12-24,FVI,Fortuna Silver Mines Inc.,Materials,
2012-12-24,FNV,Franco-Nevada Corporation,Materials,
2012-12-24,FRU,Freehold Royalties Ltd.,Energy,
2012-12-24,GBU,Gabriel Resources Ltd.,Materials,
2012-12-24,GNV,GENIVAR Inc.,Industrials,
2012-12-24,MIC,Genworth MI Canada Inc.,Financials,
2012-12-24,WN,George Weston Limited,Consumer Staples,
2012-12-24,GEI,Gibson Energy Inc.,Energy,
2012-12-24,GIL,Gildan Activewear Inc.,Consumer Discretionary,
2012-12-24,G,Goldcorp Inc.,Materials,
2012-12-24,GRT,Granite Real Estate Inc.,Financials,
2012-12-24,GWO,Great-West Lifeco Inc.,Financials,
2012-12-24,HR.UN,H&R Real Estate Investment Trust,Financials,
2012-12-24,HW,Harry Winston Diamond Corporation,Materials,
2012-12-24,HCG,Home Capital Group Inc.,Financials,
2012-12-24,HBM,HudBay Minerals Inc.,Materials,
2012-12-24,HSE,Husky Energy Inc.,Energy,
2012-12-24,IMG,Iamgold Corporation,Materials,
2012-12-24,IGM,IGM Financial Inc.,Financials,
2012-12-24,IMO,Imperial Oil Limited,Energy,
2012-12-24,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2012-12-24,IMN,Inmet Mining Corporation,Materials,
2012-12-24,IFC,Intact Financial Corporation,Financials,
2012-12-24,IPL.UN,Inter Pipeline Fund,Energy,
2012-12-24,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2012-12-24,JE,Just Energy Group Inc.,Utilities,
2012-12-24,KEY,Keyera Corp.,Energy,
2012-12-24,K,Kinross Gold Corporation,Materials,
2012-12-24,KGI,Kirkland Lake Gold Inc.,Materials,
2012-12-24,LIF,Labrador Iron Ore Royalty Corporation,Materials,
2012-12-24,LB,Laurentian Bank of Canada,Financials,
2012-12-24,LEG,Legacy Oil + Gas Inc.,Energy,
2012-12-24,LNR,Linamar Corporation,Consumer Discretionary,
2012-12-24,L,Loblaw Companies Limited,Consumer Staples,
2012-12-24,LUN,Lundin Mining Corporation,Materials,
2012-12-24,MDA,"MacDonald, Dettwiler and Associates Ltd.",Information Technology,
2012-12-24,MG,Magna International Inc.,Consumer Discretionary,
2012-12-24,MDI,Major Drilling Group International Inc.,Materials,
2012-12-24,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2012-12-24,MFC,Manulife Financial Corporation,Financials,
2012-12-24,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2012-12-24,MRE,Martinrea International Inc.,Consumer Discretionary,
2012-12-24,MEG,MEG Energy Corp.,Energy,
2012-12-24,MX,Methanex Corporation,Materials,
2012-12-24,MRU,Metro Inc.,Consumer Staples,
2012-12-24,MTL,Mullen Group Ltd.,Energy,
2012-12-24,NA,National Bank of Canada,Financials,
2012-12-24,NSU,Nevsun Resources Ltd.,Materials,
2012-12-24,NGD,New Gold Inc.,Materials,
2012-12-24,NXY,Nexen Inc.,Energy,
2012-12-24,NKO,Niko Resources Ltd.,Energy,
2012-12-24,NDN,Nordion Inc.,Health Care,
2012-12-24,NPR.UN,Northern Property Real Estate Investment Trust,Financials,
2012-12-24,NPI,Northland Power Inc.,Utilities,
2012-12-24,NG,NovaGold Resources Inc.,Materials,
2012-12-24,OGC,OceanaGold Corporation,Materials,
2012-12-24,OCX,Onex Corporation,Financials,
2012-12-24,OTC,Open Text Corporation,Information Technology,
2012-12-24,OSK,Osisko Mining Corporation,Materials,
2012-12-24,PRE,Pacific Rubiales Energy Corp.,Energy,
2012-12-24,PAA,Pan American Silver Corp.,Materials,
2012-12-24,POU,Paramount Resources Ltd.,Energy,
2012-12-24,PKI,Parkland Fuel Corporation,Energy,
2012-12-24,PSI,Pason Systems Inc.,Energy,
2012-12-24,PPL,Pembina Pipeline Corporation,Energy,
2012-12-24,PGF,Pengrowth Energy Corporation,Energy,
2012-12-24,PWT,Penn West Petroleum Ltd.,Energy,
2012-12-24,PBN,PetroBakken Energy Ltd.,Energy,
2012-12-24,PBG,Petrobank Energy and Resources Ltd.,Energy,
2012-12-24,PMG,Petrominerales Ltd.,Energy,
2012-12-24,PEY,Peyto Exploration & Development Corp.,Energy,
2012-12-24,POT,Potash Corporation of Saskatchewan Inc.,Materials,
2012-12-24,POW,Power Corporation of Canada,Financials,
2012-12-24,PWF,Power Financial Corporation,Financials,
2012-12-24,PD,Precision Drilling Corporation,Energy,
2012-12-24,PG,Premier Gold Mines Limited,Materials,
2012-12-24,PVG,Pretium Resources Inc.,Materials,
2012-12-24,PMZ.UN,Primaris Retail Real Estate Investment Trust,Financials,
2012-12-24,BIN,Progressive Waste Solutions Ltd.,Industrials,
2012-12-24,QBR.B,Quebecor Inc.,Consumer Discretionary,
2012-12-24,RET.A,Reitmans (Canada) Limited,Consumer Discretionary,
2012-12-24,RIM,Research In Motion Limited,Information Technology,
2012-12-24,RIO,Rio Alto Mining Limited,Materials,
2012-12-24,REI.UN,RioCan Real Estate Investment Trust,Financials,
2012-12-24,RCI.B,Rogers Communications Inc.,Telecommunication Services,
2012-12-24,RON,Rona Inc.,Consumer Discretionary,
2012-12-24,RY,Royal Bank of Canada,Financials,
2012-12-24,RMX,Rubicon Minerals Corporation,Materials,
2012-12-24,RUS,Russel Metals Inc.,Industrials,
2012-12-24,SAP,Saputo Inc.,Consumer Staples,
2012-12-24,SVY,Savanna Energy Services Corp.,Energy,
2012-12-24,SES,Secure Energy Services Inc.,Energy,
2012-12-24,SMF,Semafo Inc.,Materials,
2012-12-24,SJR.B,Shaw Communications Inc.,Consumer Discretionary,
2012-12-24,SCL.A,ShawCor Ltd.,Energy,
2012-12-24,S,Sherritt International Corporation,Materials,
2012-12-24,SC,Shoppers Drug Mart Corporation,Consumer Staples,
2012-12-24,SSO,Silver Standard Resources Inc.,Materials,
2012-12-24,SLW,Silver Wheaton Corp.,Materials,
2012-12-24,SVM,Silvercorp Metals Inc.,Materials,
2012-12-24,SNC,SNC-Lavalin Group Inc.,Industrials,
2012-12-24,STN,Stantec Inc.,Industrials,
2012-12-24,SLF,Sun Life Financial Inc.,Financials,
2012-12-24,SU,Suncor Energy Inc.,Energy,
2012-12-24,SPB,Superior Plus Corp.,Industrials,
2012-12-24,THO,Tahoe Resources Inc.,Materials,
2012-12-24,TLM,Talisman Energy Inc.,Energy,
2012-12-24,TKO,Taseko Mines Limited,Materials,
2012-12-24,TCK.B,Teck Resources Limited,Materials,
2012-12-24,T,Telus Corporation,Telecommunication Services,
2012-12-24,NWC,The North West Company Inc.,Consumer Staples,
2012-12-24,TCM,Thompson Creek Metals Company Inc.,Materials,
2012-12-24,TRI,Thomson Reuters Corporation,Consumer Discretionary,
2012-12-24,THI,Tim Hortons Inc.,Consumer Discretionary,
2012-12-24,X,TMX Group Limited,Financials,
2012-12-24,TXG,Torex Gold Resources Inc.,Materials,
2012-12-24,TIH,Toromont Industries Ltd.,Industrials,
2012-12-24,TD,Toronto-Dominion Bank,Financials,
2012-12-24,TOU,Tourmaline Oil Corp.,Energy,
2012-12-24,TA,TransAlta Corporation,Utilities,
2012-12-24,TRP,TransCanada Corporation,Energy,
2012-12-24,TCL.A,Transcontinental Inc.,Industrials,
2012-12-24,TFI,TransForce Inc.,Industrials,
2012-12-24,TGL,TransGlobe Energy Corporation,Energy,
2012-12-24,TCW,Trican Well Service Ltd.,Energy,
2012-12-24,TET,Trilogy Energy Corp.,Energy,
2012-12-24,TDG,Trinidad Drilling Ltd.,Energy,
2012-12-24,TRQ,Turquoise Hill Resources Ltd.,Materials,
2012-12-24,UUU,Uranium One Inc.,Energy,
2012-12-24,VRX,"Valeant Pharmaceuticals International, Inc.",Health Care,
2012-12-24,VSN,Veresen Inc.,Energy,
2012-12-24,VET,Vermilion Energy Inc.,Energy,
2012-12-24,WJX,Wajax Corporation,Industrials,
2012-12-24,WFT,West Fraser Timber Co. Ltd.,Materials,
2012-12-24,WJA,WestJet Airlines Ltd.,Industrials,
2012-12-24,WPT,Westport Innovations Inc.,Industrials,
2012-12-24,WTE,Westshore Terminals Investment Corporation,Industrials,
2012-12-24,WCP,Whitecap Resources Inc.,Energy,
2012-12-24,WIN,Wi-LAN Inc.,Information Technology,
2012-12-24,YRI,Yamana Gold Inc.,Materials,
2012-09-28,AAV,Advantage Oil & Gas Ltd.,Energy,
2012-09-28,ARE,Aecon Group Inc.,Industrials,
2012-09-28,AGF.B,AGF Management Limited,Financials,
2012-09-28,AEM,Agnico-Eagle Mines Ltd.,Materials,
2012-09-28,AGU,Agrium Inc.,Materials,
2012-09-28,AIM,Aimia Inc.,Consumer Discretionary,
2012-09-28,ASR,Alacer Gold Corp.,Materials,
2012-09-28,AGI,Alamos Gold Inc.,Materials,
2012-09-28,AQN,Algonquin Power & Utilities Corp.,Utilities,
2012-09-28,ATD.B,Alimentation Couche-Tard Inc.,Consumer Staples,
2012-09-28,AP.UN,Allied Properties Real Estate Investment Trust,Financials,
2012-09-28,ALA,AltaGas Ltd.,Energy,
2012-09-28,ARX,ARC Resources Ltd.,Energy,
2012-09-28,AR,Argonaut Gold Inc.,Materials,
2012-09-28,AX.UN,Artis Real Estate Investment Trust,Financials,
2012-09-28,ACM.A,Astral Media Inc.,Consumer Discretionary,
2012-09-28,ACO.X,Atco Ltd.,Utilities,
2012-09-28,ATH,Athabasca Oil Corporation,Energy,
2012-09-28,ATP,Atlantic Power Corporation,Utilities,
2012-09-28,AUQ,AuRico Gold Inc.,Materials,
2012-09-28,ARZ,Aurizon Mines Ltd.,Materials,
2012-09-28,BTO,B2Gold Corp.,Materials,
2012-09-28,BMO,Bank of Montreal,Financials,
2012-09-28,BNS,Bank of Nova Scotia,Financials,
2012-09-28,BNK,Bankers Petroleum Ltd.,Energy,
2012-09-28,BAA,Banro Corporation,Materials,
2012-09-28,ABX,Barrick Gold Corporation,Materials,
2012-09-28,BTE,Baytex Energy Corp.,Energy,
2012-09-28,BCE,BCE Inc.,Telecommunication Services,
2012-09-28,BA,Bell Aliant Inc.,Telecommunication Services,
2012-09-28,BIR,Birchcliff Energy Ltd.,Energy,
2012-09-28,BDI,Black Diamond Group Limited,Industrials,
2012-09-28,PXX,BlackPearl Resources Inc.,Energy,
2012-09-28,BEI.UN,Boardwalk Real Estate Investment Trust,Financials,
2012-09-28,BBD.B,Bombardier Inc.,Industrials,
2012-09-28,BNP,Bonavista Energy Corporation,Energy,
2012-09-28,BNE,Bonterra Energy Corp.,Energy,
2012-09-28,BAM.A,Brookfield Asset Management Inc.,Financials,
2012-09-28,BPO,Brookfield Office Properties Inc.,Financials,
2012-09-28,CAE,CAE Inc.,Industrials,
2012-09-28,CFW,Calfrac Well Services Ltd.,Energy,
2012-09-28,CWT.UN,Calloway Real Estate Investment Trust,Financials,
2012-09-28,CCO,Cameco Corporation,Energy,
2012-09-28,CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,Financials,
2012-09-28,CM,Canadian Imperial Bank of Commerce,Financials,
2012-09-28,CNR,Canadian National Railway Company,Industrials,
2012-09-28,CNQ,Canadian Natural Resources Limited,Energy,
2012-09-28,COS,Canadian Oil Sands Limited,Energy,
2012-09-28,CP,Canadian Pacific Railway Limited,Industrials,
2012-09-28,REF.UN,Canadian Real Estate Investment Trust,Financials,
2012-09-28,CTC.A,"Canadian Tire Corporation, Limited",Consumer Discretionary,
2012-09-28,CU,Canadian Utilities Limited,Utilities,
2012-09-28,CWB,Canadian Western Bank,Financials,
2012-09-28,CUS,Canexus Corporation,Materials,
2012-09-28,CFP,Canfor Corporation,Materials,
2012-09-28,CPX,Capital Power Corporation,Utilities,
2012-09-28,CS,Capstone Mining Corp.,Materials,
2012-09-28,CCT,Catamaran Corporation,Health Care,
2012-09-28,CCL.B,CCL Industries Inc.,Materials,
2012-09-28,CLS,Celestica Inc.,Information Technology,
2012-09-28,CLT,Celtic Exploration Ltd.,Energy,
2012-09-28,CVE,Cenovus Energy Inc.,Energy,
2012-09-28,CG,Centerra Gold Inc.,Materials,
2012-09-28,GIB.A,CGI Group Inc.,Information Technology,
2012-09-28,CSH.UN,Chartwell Seniors Housing Real Estate Investment Trust,Financials,
